drg_code,hospital_size,county,name,price
87517,Medium,San Juan,"Lab Detection Test For Hepatitis B Virus, Quant",174.0
87522,Medium,San Juan,"Lab Detection Test For Hepatitis C Virus, Quant",480.0
87529,Medium,San Juan,"Lab Detection Test For Herpes Simplex Virus, By Rapid Pcr",258.0
87536,Medium,San Juan,"Lab Detection Test For Hiv-1 Virus, Pcr, Quant",645.0
87591,Medium,San Juan,"Lab Detection Test For Neisseria Gonorrhoeae (Gonorrhoeae Bacteria), Urine",142.0
87631,Medium,San Juan,Lab Detection Test For Multiple Types Of Respiratory Virus 3-5 Targets,428.0
88184,Medium,San Juan,"Lab Flow Cytometry Technique For Dna Or Cell Analysis, Tc 1 Marker",263.0
89321,Medium,San Juan,Lab Semen Analysis For Sperm Presence,47.0
99000,Medium,San Juan,Lab Handling And/Or Conveyance Of Specimen For Transfer To A Laboratory,42.0
99195,Medium,San Juan,Lab Therapeutic Drawing of blood for a medical problem,251.0
G0328,Medium,San Juan,"Colorectal Cancer Screening; Fecal Occult Blood Test, Immunoassay, 1-3 Simultaneous",45.0
97110,Medium,San Juan,"Therapeutic Exercise To Develop Strength, Endurance, Range Of Motion, And Flexibility,",150.0
36600,Medium,San Juan,Lab Arterial Blood Collection,131.0
G0297,Medium,San Juan,Cat Scan For Lung Cancer Screening,228.0
12031,Medium,San Juan,"Repair Of Wound (2.5 Centimeters Or Less) Of The Scalp, Underarms, Trunk, Arms, And/Or, Intermediate",630.0
62270,Medium,San Juan,Spinal Tap For Diagnosis,543.0
64400,Medium,San Juan,Injection Of Anesthetic Agent Trigeminal Nerve,396.0
64450,Medium,San Juan,"Injection Of Anesthetic Agent, Other Peripheral Nerve Or Branch",543.0
71046,Medium,San Juan,"X-Ray Of Chest, 2 Vies",360.0
71100,Medium,San Juan,"X-Ray Ribs 1 Side, 2 Views",362.0
71101,Medium,San Juan,"X-Ray Ribs 1 Side, 3 Or More Views",437.0
72050,Medium,San Juan,"X-Ray Cervical Spine, 4 To 5 Views",635.0
72070,Medium,San Juan,"X-Ray Thoracic Spine, 2 Views",377.0
72072,Medium,San Juan,"X-Ray Thoracic Spine, 3 Views",428.0
72100,Medium,San Juan,"X-Ray Lumbosacral Spine, 2 To 3 Views",415.0
72110,Medium,San Juan,"X-Ray Lumbosacral Spine, 4 Or More Views",554.0
72170,Medium,San Juan,"X-Ray Pelvis, 1 To 2 Views",334.0
72220,Medium,San Juan,"X-Ray Pelvis, 2 Or More Views",334.0
73030,Medium,San Juan,"X-Ray Shoulder, 2 Or More Views",397.0
73080,Medium,San Juan,"X-Ray Elbow, 3 Or More Views",400.0
73100,Medium,San Juan,"X-Ray Wrist, 2 Views",385.0
73110,Medium,San Juan,"X-Ray Wrist, 3 Or Mor Views",511.0
73130,Medium,San Juan,"X-Ray Hand, 3 Or More Views",385.0
73140,Medium,San Juan,"X-Ray Finger, 2 Or More Views",423.0
73502,Medium,San Juan,"X-Ray Hip And Pelvis, 2 To 3 Views",447.0
73522,Medium,San Juan,"X-Ray Hips And Pelvis, 3 To 4 Views",297.0
73523,Medium,San Juan,"X-Ray Hips And Pelvis, 5 Plus Views",601.0
73560,Medium,San Juan,X-Ray Knee 1 Or 2 Views,367.0
73562,Medium,San Juan,X-Ray Knee 3 Views,514.0
73564,Medium,San Juan,X-Ray Knee 4 Or More Views,677.0
73565,Medium,San Juan,X-Ray Knee Bilateral Standing,433.0
73590,Medium,San Juan,"X-Ray Lower Leg, 2 Views",316.0
73610,Medium,San Juan,"X-Ray Ankle, 3 Or More Views",444.0
73630,Medium,San Juan,"X-Ray Foot, 3 Or More Views",372.0
74018,Medium,San Juan,"X-Ray Of Abdomen, 1 View",263.0
74019,Medium,San Juan,"X-Ray Of Abdomen, 2 Vies",331.0
77077,Medium,San Juan,"X-Ray Imaging Of 2 Or More Joints, Single View",403.0
77080,Medium,San Juan,X-Ray Bone Density Measurement Using Dedicated X-Ray Machine,668.0
90837,Medium,San Juan,"Psychotherapy, 60 Minutes With Patient And/Or Family Member  ",324.0
90846,Medium,San Juan,Family Psychotherapy With Out Patient,210.0
90847,Medium,San Juan,Family Psychotherapy Including Patient,217.0
99203,Medium,San Juan,"New Patient Office Or Other Outpatient Visit, Typically 30 Minutes",243.0
99204,Medium,San Juan,"New Patient Office Or Other Outpatient Visit, Typically 45 Minutes",365.0
99205,Medium,San Juan,"New Patient Office Or Other Outpatient Visit, Typically 60 Minutes",481.0
99243,Medium,San Juan,"Patient Office Consultation, Typically 40 Minutes",259.0
99244,Medium,San Juan,"Patient Office Consultation, Typically 60 Minutes",387.0
99385,Medium,San Juan,Initial New Patient Preventive Medicine Evaluation Age 18-39 Years,286.0
99386,Medium,San Juan,Initial New Patient Preventive Medicine Evaluation Age 40-64 Years,330.0
